City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Rikitea,36,PF,1566566585,72,-23.12,-134.97,70.02,13.94
Tasiilaq,40,GL,1566566912,75,65.61,-37.64,42.8,2.24
Mataura,91,NZ,1566566853,81,-46.19,168.86,44.01,4.0
Jalu,0,LY,1566567200,16,29.03,21.55,100.36,12.12
Hobart,20,AU,1566566782,57,-42.88,147.33,51.8,14.99
Le Mars,1,US,1566567131,77,42.79,-96.17,64.0,8.05
Bluff,73,AU,1566566876,78,-23.58,149.07,59.04,13.76
Airai,0,TL,1566567204,87,-8.93,125.41,69.22,3.98
Butaritari,59,KI,1566566870,72,3.07,172.79,84.24,12.28
Busselton,17,AU,1566566848,59,-33.64,115.35,44.01,17.07
Zhangye,0,CN,1566567207,46,38.94,100.46,63.82,3.38
Ushuaia,75,AR,1566566746,75,-54.81,-68.31,41.0,6.93
Caravelas,48,BR,1566567212,62,-17.73,-39.27,74.26,7.18
Port Elizabeth,90,US,1566566875,88,39.31,-74.98,77.0,10.29
New Norfolk,20,AU,1566566866,57,-42.78,147.06,51.8,14.99
Hermanus,0,ZA,1566566751,77,-34.42,19.24,61.2,10.92
Ribeira Grande,40,PT,1566566865,78,38.52,-28.7,77.0,10.29
Nantucket,75,US,1566567064,64,41.28,-70.1,75.2,9.17
Aller,20,GB,1566567220,47,51.06,-2.86,77.0,8.05
Montepuez,4,MZ,1566567221,37,-13.13,39.0,80.02,6.06
Dubbo,0,AU,1566567224,55,-32.25,148.6,39.2,5.82
Bredasdorp,0,ZA,1566566852,60,-34.53,20.04,68.0,5.82
Thunder Bay,75,CA,1566567226,93,48.41,-89.26,57.0,5.82
Itarema,54,BR,1566566888,51,-2.92,-39.92,84.42,11.52
Aleksandrov Gay,90,RU,1566567228,28,50.14,48.57,87.04,9.01
Chokurdakh,91,RU,1566566847,67,70.62,147.9,53.46,5.48
Victoria,75,BN,1566566884,83,5.28,115.24,84.2,9.1
Havelock,20,US,1566567231,74,34.88,-76.9,87.01,13.87
Staryy Nadym,100,RU,1566566859,64,65.61,72.68,60.12,5.19
Dunedin,90,NZ,1566567204,75,-45.87,170.5,46.99,13.0
Visnes,75,NO,1566567235,72,59.36,5.22,64.4,9.17
Jamestown,0,AU,1566566626,50,-33.21,138.6,51.3,10.96
Hovd,40,NO,1566567237,67,63.83,10.7,63.0,12.75
Albany,75,US,1566566742,64,42.65,-73.75,69.01,3.89
Guerrero Negro,0,MX,1566566845,89,27.97,-114.04,66.42,3.13
Murray Bridge,0,AU,1566567242,61,-35.12,139.28,57.99,1.01
Piqua,1,US,1566567244,82,40.14,-84.24,69.8,4.7
Punta Arenas,90,CL,1566566859,93,-53.16,-70.91,39.2,13.87
Vasilsursk,31,RU,1566567247,70,56.13,46.01,65.8,4.07
East London,40,ZA,1566566876,72,-33.02,27.91,68.0,10.29
Port Alfred,0,ZA,1566566873,82,-33.59,26.89,66.99,5.01
Mandalgovi,97,MN,1566567250,61,45.76,106.27,60.76,13.22
Thompson,75,CA,1566566689,93,55.74,-97.86,46.4,2.24
Cape Town,0,ZA,1566566706,36,-33.93,18.42,75.2,4.7
Kirakira,100,SB,1566567253,90,-10.46,161.92,77.32,14.45
Natal,40,BR,1566567254,51,-5.81,-35.21,84.2,20.8
Manga,36,PK,1566567256,37,31.31,74.05,94.78,7.61
Pangnirtung,40,CA,1566567257,87,66.15,-65.72,46.4,5.82
Jodhpur,53,IN,1566567258,41,26.3,73.04,91.72,14.03
Takoradi,56,GH,1566567259,61,4.89,-1.75,84.16,11.52
Luderitz,0,NA,1566566862,35,-26.65,15.16,95.0,13.87
Sept-Iles,75,CA,1566566988,82,50.2,-66.38,60.01,6.93
Basco,1,US,1566566843,88,40.33,-91.2,66.0,6.93
Ancud,90,CL,1566567266,100,-41.87,-73.83,44.6,6.93
Chabahar,2,IR,1566567267,79,25.29,60.65,81.28,6.35
Castro,90,CL,1566566889,100,-42.48,-73.76,44.6,6.93
Ponta do Sol,6,BR,1566566881,65,-20.63,-46.0,68.22,0.04
Husavik,38,CA,1566566860,75,50.56,-96.99,57.0,3.0
Sisimiut,1,GL,1566567271,83,66.94,-53.67,42.4,12.55
Banda Aceh,100,ID,1566567273,77,5.56,95.32,83.26,15.97
Nikolskoye,75,RU,1566566846,46,59.7,30.79,69.8,15.66
Tromso,20,NO,1566567275,76,69.65,18.96,60.8,4.7
Esperance,75,AU,1566567277,100,-33.86,121.89,48.2,2.24
Barrow,99,AR,1566566849,69,-38.31,-60.23,46.98,6.04
Cidreira,54,BR,1566567279,61,-30.17,-50.22,62.74,10.58
Fare,50,PF,1566567280,75,-16.7,-151.02,77.14,12.3
Hastings,99,NZ,1566567281,93,-39.64,176.84,41.68,8.79
Beringovskiy,48,RU,1566567283,84,63.05,179.32,40.06,2.66
Miri,100,NG,1566567284,52,10.31,9.75,85.96,1.32
Saldanha,0,PT,1566566902,16,41.42,-6.55,90.72,4.09
Kavieng,100,PG,1566566905,76,-2.57,150.8,82.98,10.96
Ahuimanu,75,US,1566567287,83,21.44,-157.84,81.0,3.36
Vestmanna,90,FO,1566567288,82,62.16,-7.17,55.4,13.87
Khash,0,IR,1566567290,14,28.22,61.21,72.28,12.39
Merzifon,75,TR,1566567291,45,40.87,35.46,82.4,10.29
Norfolk,1,US,1566567006,78,36.85,-76.29,82.4,7.2
Vao,100,EE,1566567293,91,59.1,26.19,59.68,12.5
Svetlaya,100,RU,1566567294,98,46.54,138.33,48.34,6.13
Pangoa,0,PE,1566567296,37,-12.12,-73.0,89.56,1.03
Kiama,0,AU,1566567297,45,-34.67,150.86,53.01,10.29
Santiago del Estero,0,AR,1566567228,36,-27.8,-64.26,69.04,13.76
Nemuro,100,JP,1566567299,96,43.32,145.57,60.94,29.62
Kalmunai,100,LK,1566567301,56,7.42,81.82,81.46,0.51
Hithadhoo,77,MV,1566566864,67,-0.6,73.08,83.88,6.33
Avarua,0,CK,1566566737,73,-21.21,-159.78,73.4,10.29
Barlinek,0,PL,1566567304,34,53.0,15.22,80.01,12.75
Santa Fe,97,AR,1566567177,63,-31.62,-60.7,60.01,1.99
Faya,40,SA,1566566907,50,18.39,42.45,84.2,11.41
Ovalle,24,CL,1566567310,29,-30.6,-71.2,72.64,3.89
Lagoa,0,PT,1566566862,45,37.14,-8.45,91.99,12.75
Grande-Synthe,0,FR,1566567313,64,51.01,2.3,86.0,11.41
Kapaa,20,US,1566567315,78,22.08,-159.32,80.6,9.17
Kidal,47,ML,1566567316,33,18.44,1.41,95.14,12.95
Phan Thiet,100,VN,1566567193,84,10.93,108.1,77.32,5.84
Sitka,100,US,1566567318,96,37.17,-99.65,68.0,11.99
Upernavik,0,GL,1566566846,55,72.79,-56.15,37.08,10.38
Saint George,20,GR,1566566915,26,39.45,22.34,95.0,17.22
Isangel,31,VU,1566566847,94,-19.55,169.27,71.6,12.75
Huarmey,99,PE,1566567323,91,-10.07,-78.15,59.32,10.96
Shubarshi,0,KZ,1566567324,23,48.59,57.19,79.66,3.33
Nieuw Amsterdam,40,SR,1566567325,70,5.88,-55.08,86.0,8.05
Sardinia,20,GR,1566567326,41,38.89,21.2,91.4,13.87
Saint-Philippe,1,CA,1566566877,63,45.36,-73.48,64.99,8.05
Inuvik,90,CA,1566567330,93,68.36,-133.71,41.0,2.24
Fortuna,90,US,1566566889,100,40.6,-124.16,55.0,18.1
Eenhana,0,NA,1566567332,8,-17.48,16.34,84.2,14.99
Avera,1,US,1566567334,83,33.19,-82.53,84.0,3.06
Provideniya,56,RU,1566566745,78,64.42,-173.23,41.04,8.79
Atar,0,MR,1566567336,20,20.52,-13.05,96.8,13.87
Siderno,20,IT,1566567338,48,38.28,16.3,89.01,10.29
Samsun,75,TR,1566567340,78,41.29,36.33,71.6,2.24
Tagusao,99,PH,1566567341,81,9.19,117.81,82.36,12.68
Klaksvik,90,FO,1566566868,82,62.23,-6.59,55.4,13.87
Puerto Ayora,90,EC,1566566901,77,-0.74,-90.35,69.8,9.17
Kedrovyy,75,RU,1566567344,93,56.17,91.82,57.2,8.95
Qaanaaq,100,GL,1566566848,62,77.48,-69.36,30.96,19.19
Bethel,1,US,1566566887,100,60.79,-161.76,50.0,4.29
Hasaki,75,JP,1566566902,100,35.73,140.83,77.0,5.48
Tuatapere,55,NZ,1566567349,81,-46.13,167.69,44.01,3.0
Fatehabad,40,IN,1566567350,100,27.03,78.3,86.0,2.24
Lanzhou,90,CN,1566567351,100,36.06,103.82,59.0,2.24
Mahebourg,75,MU,1566566836,69,-20.41,57.7,75.2,6.93
Mar del Plata,100,AR,1566566845,87,-46.43,-67.52,40.68,21.99
Morondava,100,MG,1566567356,75,-20.3,44.28,77.14,7.67
Severo-Kurilsk,87,RU,1566567357,87,50.68,156.12,48.88,6.06
Gat,40,SN,1566567359,74,14.69,-16.54,84.2,18.34
Tabuk,100,PH,1566567360,99,17.41,121.44,66.34,4.63
Nuqui,75,CO,1566567361,100,5.71,-77.27,77.0,2.24
Souillac,0,FR,1566566873,25,45.6,-0.6,91.0,6.93
Atuona,63,PF,1566566857,74,-9.8,-139.03,79.02,17.47
Kruisfontein,0,ZA,1566566887,48,-34.0,24.73,72.54,9.15
Sarkand,69,KZ,1566567368,33,45.41,79.91,62.38,6.04
Ures,0,MX,1566567369,58,30.73,-112.95,82.0,8.99
Ardmore,1,US,1566567371,88,34.99,-86.85,81.0,3.36
Faanui,73,PF,1566566868,76,-16.48,-151.75,77.4,13.06
Nioki,100,CD,1566567373,34,-2.72,17.69,92.62,1.52
Port Hawkesbury,75,CA,1566567376,78,45.62,-61.36,78.01,9.17
Cherskiy,48,RU,1566566750,62,68.75,161.3,50.04,4.9
Aykhal,90,RU,1566567378,100,65.95,111.51,51.8,2.24
Lerum,75,SE,1566567379,88,57.77,12.27,66.99,13.87
Ngunguru,9,NZ,1566567380,92,-35.62,174.5,48.0,5.01
Hilo,90,US,1566566850,64,19.71,-155.08,75.2,6.93
Kodiak,1,US,1566566895,77,39.95,-94.76,69.8,5.82
Vaini,90,IN,1566566854,83,15.34,74.49,78.8,10.29
Kovdor,100,RU,1566567385,63,67.56,30.47,56.62,2.95
Hjelset,75,NO,1566567386,82,62.78,7.5,57.2,4.7
Quatre Cocos,75,MU,1566567387,69,-20.21,57.76,75.2,6.93
Georgetown,75,GY,1566566835,79,6.8,-58.16,84.2,2.24
Macon,40,US,1566567157,74,32.84,-83.63,84.0,3.36
Necochea,97,AR,1566567390,77,-38.55,-58.74,51.01,1.99
Vila do Maio,75,CV,1566567392,69,15.13,-23.22,82.4,12.75
Yangambi,73,CD,1566567393,48,0.77,24.47,89.02,2.53
Pedernales,91,EC,1566566851,88,0.07,-80.05,72.36,9.53
Sorong,76,ID,1566567396,94,-0.86,131.25,74.44,6.2
Karratha,0,AU,1566567398,67,-20.74,116.85,64.9,7.47
Tome,75,JP,1566567399,73,38.69,141.2,75.2,2.24
Clyde River,1,CA,1566567400,81,70.47,-68.59,48.2,14.99
High Prairie,100,CA,1566567401,76,55.43,-116.48,52.48,6.53
Pemba,20,MZ,1566567403,65,-12.97,40.52,78.8,20.8
Xining,100,CN,1566566914,94,36.62,101.77,53.64,7.05
Puerto Madryn,100,AR,1566567405,32,-42.77,-65.04,58.78,26.35
Kavaratti,100,IN,1566567406,78,10.57,72.64,82.54,15.21
Mangai,100,CD,1566567409,31,-4.07,19.59,91.72,0.98
Tsabong,0,BW,1566567410,11,-26.02,22.4,80.38,4.79
Yar-Sale,100,RU,1566567412,72,66.83,70.83,56.44,5.14
Bahia Honda,64,CU,1566567414,73,22.9,-83.16,82.9,1.9
Soyo,90,AO,1566567415,82,-6.13,12.37,72.1,9.82
Shimoda,75,JP,1566567416,83,34.7,138.93,75.99,13.87
Ibipeba,20,BR,1566567418,39,-11.64,-42.01,78.4,9.17
Ilhabela,100,BR,1566567264,83,-23.78,-45.36,66.16,12.26
Otradnoye,75,RU,1566567420,46,59.77,30.8,73.0,15.66
Parrita,0,CR,1566567421,73,9.52,-84.33,73.4,8.05
Puerto Leguizamo,77,CO,1566567423,72,-0.19,-74.78,78.94,3.58
Bilibino,0,RU,1566567424,75,68.06,166.44,39.88,4.83
Mount Isa,0,AU,1566567425,29,-20.73,139.49,51.8,3.36
Constitucion,90,MX,1566566845,82,23.99,-104.67,60.8,4.92
Kaitangata,89,NZ,1566566892,78,-46.28,169.85,44.01,1.99
Vanimo,15,PG,1566567430,71,-2.67,141.3,83.26,1.77
Zvenigorod,0,RU,1566567431,43,55.73,36.86,79.0,6.71
Liuli,0,TZ,1566567432,69,-11.1,34.65,73.72,16.6
Whittlesea,0,AU,1566567434,61,-37.51,145.12,53.01,21.92
Naze,100,NG,1566566881,91,5.43,7.07,74.52,5.37
Rincon,20,PA,1566567437,88,8.46,-82.28,77.0,3.36
Taoudenni,20,ML,1566567438,15,22.68,-3.98,109.9,9.01
Vardo,90,US,1566567439,93,39.62,-77.74,68.0,10.29
Ginir,31,ET,1566567441,73,7.14,40.71,65.08,7.05
Port Hedland,0,AU,1566567442,77,-20.31,118.58,62.6,8.63
Kailua,75,US,1566567443,83,21.39,-157.74,81.0,3.36
Lufilufi,98,WS,1566567444,75,-13.87,-171.6,82.36,20.22
Kristinehamn,75,SE,1566567445,77,59.31,14.11,68.0,17.22
Punta Alta,0,AR,1566567447,77,-27.46,-55.82,59.0,8.05
Inirida,31,CO,1566566870,98,3.87,-67.92,71.82,1.77
Broome,20,GB,1566567451,53,52.47,1.45,82.0,4.7
Kez,14,RU,1566567452,73,57.9,53.72,60.04,6.96
Teya,40,MX,1566567453,94,21.05,-89.07,82.99,6.93
Nome,40,US,1566567455,83,30.04,-94.42,82.4,3.36
Tual,9,ID,1566567456,87,-5.67,132.75,76.6,18.57
Klobuck,20,PL,1566567457,50,50.9,18.94,78.01,9.17
Mahajanga,40,MG,1566566917,46,-15.72,46.32,89.6,11.41
Kahului,1,US,1566567429,73,20.89,-156.47,77.0,6.93
San Mateo Ixtatan,0,GT,1566567462,60,15.83,-91.48,73.0,3.33
Carnarvon,0,ZA,1566566795,14,-30.97,22.13,75.42,16.15
Marrakesh,40,MA,1566567464,11,31.63,-7.99,111.2,16.11
Xichang,41,CN,1566567465,91,27.88,102.25,57.7,2.48
Nouadhibou,67,MR,1566567467,61,20.93,-17.03,80.6,8.05
Aklavik,90,CA,1566566763,100,68.22,-135.01,41.0,2.24
Khatanga,100,RU,1566567470,64,71.98,102.47,58.42,3.09
Labuhan,92,ID,1566567471,87,-2.54,115.51,74.44,2.17
Tuktoyaktuk,87,CA,1566566903,87,69.44,-133.03,40.5,13.24
San Policarpo,100,PH,1566567473,76,12.18,125.51,81.28,10.0
Anadyr,0,RU,1566567475,93,64.73,177.51,37.4,4.47
Arraial do Cabo,75,BR,1566567476,68,-22.97,-42.02,69.8,11.41
Ambon,0,FR,1566566883,47,47.55,-2.56,87.01,10.29
Tiksi,99,RU,1566566918,97,71.64,128.87,46.62,3.85
Finschhafen,100,PG,1566567479,99,-6.6,147.85,63.28,1.5
Qasigiannguit,40,GL,1566567480,75,68.82,-51.19,42.8,4.7
Longyearbyen,75,NO,1566566915,80,78.22,15.63,39.2,8.05
Vestmannaeyjar,90,IS,1566567483,100,63.44,-20.27,51.8,18.34
Vaskut,90,HU,1566567484,54,46.11,18.99,84.2,9.17
Marawi,100,PH,1566567485,70,8.0,124.29,81.0,4.0
Chuy,0,UY,1566567486,69,-33.69,-53.46,53.38,5.48
Nago,20,IT,1566567487,54,45.88,10.89,86.0,3.36
Ahipara,86,NZ,1566567489,100,-35.17,173.16,46.99,25.3
Luanda,0,AO,1566567349,78,-8.83,13.24,75.2,10.29
Karcsa,61,HU,1566567492,51,48.31,21.79,84.2,6.71
Lebu,90,ET,1566566922,93,8.96,38.73,57.2,6.93
Ekhabi,100,RU,1566567494,94,53.51,142.97,49.78,11.3
Whitehorse,90,CA,1566567497,93,60.72,-135.06,44.6,5.82
Columbus,1,US,1566567390,100,32.46,-84.99,84.99,2.59
Tambacounda,40,SN,1566567499,79,13.77,-13.67,86.0,11.41
Umm Lajj,0,SA,1566567256,78,25.02,37.27,86.86,7.43
Ozernovskiy,74,RU,1566567501,96,51.5,156.52,45.64,0.38
Leningradskiy,83,RU,1566567503,85,69.38,178.42,37.9,7.63
Garowe,13,SO,1566567504,31,8.41,48.48,90.82,14.94
Benghazi,0,LY,1566567505,63,32.12,20.07,83.44,23.47
San Andres,100,PH,1566567506,81,13.32,122.68,77.86,2.33
Praia,75,BR,1566567507,64,-20.25,-43.81,69.8,6.93
Salalah,20,OM,1566567508,70,17.01,54.1,84.2,10.29
Halifax,90,CA,1566567478,94,44.65,-63.58,73.0,5.82
Nyeri,94,KE,1566567511,84,-0.42,36.95,58.24,4.21
San Cristobal,4,HN,1566567512,53,14.68,-86.92,78.4,6.26
Lumeje,0,AO,1566567513,16,-11.56,20.78,83.08,7.92
Saint Anthony,1,US,1566567516,87,43.97,-111.68,46.99,4.88
Kilingi-Nomme,90,EE,1566567517,77,58.15,24.96,66.2,12.75
Plainview,1,US,1566567228,77,34.18,-101.71,72.0,6.93
Auki,100,NG,1566567519,63,12.18,6.51,82.9,7.74
La Orilla,98,MX,1566567522,66,18.0,-102.23,81.64,4.34
Suzhou,60,CN,1566567437,41,31.3,120.58,84.0,6.98
Lata,35,IN,1566567524,93,30.78,78.62,43.66,2.26
Lake Havasu City,1,US,1566567526,22,34.47,-114.34,89.6,8.05
Brandon,1,US,1566567527,72,43.59,-96.57,62.01,3.36
Santa Rosa,100,AR,1566567529,47,-36.62,-64.29,61.84,16.58
Piterka,100,RU,1566567530,40,50.68,47.44,83.8,9.51
Viedma,99,AR,1566567532,42,-40.81,-62.99,59.32,14.2
Zharkent,68,KZ,1566567534,65,44.17,80.0,54.64,4.92
Chitaga,40,CO,1566567535,82,7.14,-72.67,68.0,5.82
Baruun-Urt,80,MN,1566567536,55,46.68,113.28,58.78,6.13
Waipawa,99,NZ,1566567537,94,-39.94,176.59,39.0,1.01
Oksfjord,75,NO,1566567538,76,70.24,22.35,55.99,5.82
Los Llanos de Aridane,0,ES,1566567539,73,28.66,-17.92,78.01,14.99
Torbay,75,CA,1566567541,94,47.66,-52.73,71.6,11.41
Baiima,99,SL,1566567542,66,8.11,-11.85,84.34,6.04
Erenhot,98,CN,1566567543,30,43.65,111.97,75.34,14.74
Ciudad Bolivar,45,VE,1566567544,59,8.12,-63.55,87.58,7.0
Dullewala,0,PK,1566567546,21,31.84,71.44,102.34,7.65
Jinchang,98,CN,1566567547,51,38.52,102.19,61.66,4.54
Kungsbacka,75,SE,1566567548,88,57.49,12.08,66.99,13.87
Ler,40,NO,1566567549,67,63.2,10.3,62.6,12.75
Hofn,90,IS,1566567331,87,64.25,-15.21,53.6,10.29
Sao Felix do Xingu,0,BR,1566567552,31,-6.64,-51.99,97.84,4.43
Axim,48,GH,1566567553,83,4.87,-2.24,76.78,13.89
Goderich,11,CA,1566567554,86,43.74,-81.71,68.0,8.84
Pisco,90,PE,1566567556,30,-13.71,-76.2,71.6,4.7
Ust-Omchug,100,RU,1566567557,85,61.13,149.63,52.66,5.97
Kangaatsiaq,0,GL,1566567558,85,68.31,-53.46,42.22,9.04
Kodinar,75,IN,1566567559,78,20.79,70.7,79.12,5.53
Jacareacanga,4,BR,1566567561,70,-6.22,-57.76,86.0,2.24
Pevek,7,RU,1566567564,80,69.7,170.27,39.34,2.73
Alta Floresta,0,BR,1566567565,74,-9.87,-56.08,80.6,2.24
Luganville,90,VU,1566567566,88,-15.51,167.18,73.4,1.12
Sioux Lookout,75,CA,1566567535,93,50.1,-91.92,55.4,2.24
Kongolo,0,CD,1566567569,19,-5.39,27.0,93.34,5.82
Mongoumba,85,CD,1566567570,50,3.64,18.59,88.48,3.51
Shitanjing,75,CN,1566567571,62,39.23,106.34,63.28,7.34
Ossora,36,RU,1566567572,85,59.24,163.07,50.14,0.74
Hamilton,20,CA,1566567359,72,43.26,-79.87,69.01,6.93
Saint-Francois,0,FR,1566567575,35,46.42,3.91,84.2,3.36
Samarai,100,PG,1566567576,91,-10.62,150.67,70.3,7.72
Kimbe,100,PG,1566567578,81,-5.56,150.15,72.82,3.13
LaBelle,1,US,1566567579,83,26.76,-81.44,84.0,10.29
Lorengau,23,PG,1566567581,85,-2.02,147.27,79.12,9.66
Mount Gambier,0,AU,1566567319,76,-37.83,140.78,48.2,9.17
Elbrus,100,RU,1566567583,88,43.26,42.65,55.54,0.89
